Version,AUC,F1,Signal_Significance,Train_Time_sec,Best_Threshold
A,0.8183968275240519,0.7677593340145056,170.93537890870576,563.46,0.46
B,0.8112498756007513,0.4036875303250849,26.901176515918596,602.65,0.38
C,0.781570523170502,0.18719646799116998,5.826286925250715,482.17,0.3
