Version,AUC,F1,Signal_Significance,Train_Time_sec,Best_Threshold
A,0.8205444988208823,0.7693168902987226,178.51147942403742,632.17,0.37
B,0.800585746618553,0.39118825100133514,25.918757675130426,585.34,0.64
C,0.7433176517824036,0.16490658001624695,5.312915087706224,456.46,0.58
